,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIODE_FACTURATION,DAILY_CONSUM,NB_INVOICES_SITE
18971,0304KO,2020-01-10,2020-10-31,2023,"276,84",295,6.857627118644068,29
18972,0304KO,2020-01-11,2020-11-30,1889,"250,24",324,5.830246913580247,29
18973,0305BB,2018-01-01,2018-03-31,9099,"806,34",89,102.23595505617978,11
18974,0305BB,2018-01-04,2018-06-30,9269,"814,93",177,52.367231638418076,11
18975,0305BB,2018-01-07,2018-09-30,9182,"807,80",266,34.5187969924812,11
18976,0305BB,2018-01-10,2018-12-31,9188,"803,86",355,25.88169014084507,11
18977,0305BB,2019-01-01,2019-03-31,9139,"1 147,86",89,102.68539325842697,11
18978,0305BB,2019-01-04,2019-06-30,9189,"1 009,14",177,51.91525423728814,11
18979,0305BB,2019-01-07,2019-09-30,9298,"1 020,73",266,34.954887218045116,11
18980,0305BB,2019-01-10,2019-12-31,9032,"1 022,96",355,25.442253521126762,11
18981,0305BB,2020-01-01,2020-03-31,9162,"1 016,89",90,101.8,11
18982,0305BB,2020-01-04,2020-06-30,9024,"973,42",178,50.69662921348315,11
18983,0305BB,2020-01-07,2020-09-30,9227,"904,83",267,34.558052434456926,11
18984,0305KO,2018-01-01,2018-01-31,1380,"172,27",30,46.0,35
18985,0305KO,2018-01-02,2018-02-28,1208,"151,54",57,21.19298245614035,35
18986,0305KO,2018-01-03,2018-03-31,1433,"178,65",87,16.471264367816094,35
18987,0305KO,2018-01-04,2018-04-30,1349,"168,53",116,11.629310344827585,35
18988,0305KO,2018-01-05,2018-05-31,1403,"175,04",146,9.60958904109589,35
18989,0305KO,2018-01-06,2018-06-30,1378,"172,03",175,7.8742857142857146,35
18990,0305KO,2018-01-07,2018-07-31,1425,"177,79",205,6.951219512195122,35
18991,0305KO,2018-01-08,2018-08-31,1463,"182,37",235,6.225531914893617,35
18992,0305KO,2018-01-09,2018-09-30,1538,"192,62",264,5.825757575757576,35
18993,0305KO,2018-01-10,2018-10-31,1786,"222,71",294,6.074829931972789,35
18994,0305KO,2018-01-11,2018-11-30,2069,"257,05",323,6.405572755417957,35
18995,0305KO,2018-01-12,2018-12-31,2524,"312,26",353,7.15014164305949,35
18996,0305KO,2019-01-01,2019-01-31,2638,"358,56",30,87.93333333333334,35
18997,0305KO,2019-01-02,2019-02-28,2143,"292,42",57,37.59649122807018,35
18998,0305KO,2019-01-03,2019-03-31,2057,"280,93",87,23.64367816091954,35
18999,0305KO,2019-01-04,2019-04-30,1764,"241,78",116,15.206896551724139,35
19000,0305KO,2019-01-05,2019-05-31,1678,"230,29",146,11.493150684931507,35
19001,0305KO,2019-01-06,2019-06-30,1413,"194,88",175,8.074285714285715,35
19002,0305KO,2019-01-07,2019-07-31,1493,"205,57",205,7.282926829268293,35
19003,0305KO,2019-01-08,2019-08-31,1464,"201,69",235,6.229787234042553,35
19004,0305KO,2019-01-09,2019-09-30,1370,"189,13",264,5.1893939393939394,35
19005,0305KO,2019-01-10,2019-10-31,1391,"191,94",294,4.7312925170068025,35
19006,0305KO,2019-01-11,2019-11-30,1337,"184,72",323,4.139318885448916,35
19007,0305KO,2019-01-12,2019-12-31,1385,"191,14",353,3.923512747875354,35
19008,0305KO,2020-01-01,2020-01-31,1382,"189,89",30,46.06666666666667,35
19009,0305KO,2020-01-02,2020-02-29,1296,"178,50",58,22.344827586206897,35
19010,0305KO,2020-01-03,2020-03-31,1388,"190,68",88,15.772727272727273,35
19011,0305KO,2020-01-04,2020-04-30,1356,"186,44",117,11.58974358974359,35
19012,0305KO,2020-01-05,2020-05-31,1405,"192,94",147,9.5578231292517,35
19013,0305KO,2020-01-06,2020-06-30,1378,"189,36",176,7.829545454545454,35
19014,0305KO,2020-01-07,2020-07-31,1420,"194,92",206,6.893203883495145,35
19015,0305KO,2020-01-08,2020-08-31,1409,"193,47",236,5.970338983050848,35
19016,0305KO,2020-01-09,2020-09-30,1337,"183,93",265,5.0452830188679245,35
19017,0305KO,2020-01-10,2020-10-31,1352,"185,91",295,4.583050847457627,35
19018,0305KO,2020-01-11,2020-11-30,1282,"176,64",324,3.95679012345679,35
19019,0306KO,2018-01-01,2018-01-31,1383,"172,63",30,46.1,35
19020,0306KO,2018-01-02,2018-02-28,1251,"156,73",57,21.94736842105263,35
19021,0306KO,2018-01-03,2018-03-31,1391,"173,59",87,15.988505747126437,35
19022,0306KO,2018-01-04,2018-04-30,1352,"168,89",116,11.655172413793103,35
19023,0306KO,2018-01-05,2018-05-31,1402,"174,92",146,9.602739726027398,35
19024,0306KO,2018-01-06,2018-06-30,1363,"170,22",175,7.788571428571428,35
19025,0306KO,2018-01-07,2018-07-31,1429,"178,27",205,6.970731707317073,35
19026,0306KO,2018-01-08,2018-08-31,1446,"180,32",235,6.153191489361702,35
19027,0306KO,2018-01-09,2018-09-30,1385,"174,06",264,5.246212121212121,35
19028,0306KO,2018-01-10,2018-10-31,1426,"179,03",294,4.850340136054422,35
19029,0306KO,2018-01-11,2018-11-30,1372,"172,48",323,4.247678018575852,35
19030,0306KO,2018-01-12,2018-12-31,1419,"178,18",353,4.019830028328612,35
19031,0306KO,2019-01-01,2019-01-31,1428,"196,88",30,47.6,35
19032,0306KO,2019-01-02,2019-02-28,1288,"178,18",57,22.596491228070175,35
19033,0306KO,2019-01-03,2019-03-31,1409,"194,34",87,16.195402298850574,35
19034,0306KO,2019-01-04,2019-04-30,1368,"188,87",116,11.793103448275861,35
19035,0306KO,2019-01-05,2019-05-31,1419,"195,68",146,9.719178082191782,35
19036,0306KO,2019-01-06,2019-06-30,1401,"193,27",175,8.005714285714285,35
19037,0306KO,2019-01-07,2019-07-31,1439,"198,35",205,7.019512195121951,35
19038,0306KO,2019-01-08,2019-08-31,1440,"198,49",235,6.127659574468085,35
19039,0306KO,2019-01-09,2019-09-30,1384,"191,00",264,5.242424242424242,35
19040,0306KO,2019-01-10,2019-10-31,1433,"197,55",294,4.874149659863946,35
19041,0306KO,2019-01-11,2019-11-30,1378,"190,20",323,4.266253869969041,35
19042,0306KO,2019-01-12,2019-12-31,1425,"196,48",353,4.036827195467422,35
19043,0306KO,2020-01-01,2020-01-31,1428,"195,98",30,47.6,35
19044,0306KO,2020-01-02,2020-02-29,1338,"184,06",58,23.06896551724138,35
19045,0306KO,2020-01-03,2020-03-31,1438,"197,31",88,16.34090909090909,35
19046,0306KO,2020-01-04,2020-04-30,1401,"192,41",117,11.974358974358974,35
19047,0306KO,2020-01-05,2020-05-31,1446,"198,37",147,9.83673469387755,35
19048,0306KO,2020-01-06,2020-06-30,1412,"193,86",176,8.022727272727273,35
19049,0306KO,2020-01-07,2020-07-31,1448,"198,63",206,7.029126213592233,35
19050,0306KO,2020-01-08,2020-08-31,1447,"198,50",236,6.13135593220339,35
19051,0306KO,2020-01-09,2020-09-30,1383,"190,02",265,5.218867924528302,35
19052,0306KO,2020-01-10,2020-10-31,1410,"193,60",295,4.779661016949152,35
19053,0306KO,2020-01-11,2020-11-30,1343,"184,72",324,4.145061728395062,35
19054,0307BR,2018-01-01,2018-06-14,4130,"520,82",164,25.182926829268293,3
19055,0307BR,2018-06-15,2018-12-31,5185,"651,23",199,26.055276381909547,3
19056,0307BR,2019-01-01,2019-12-31,9210,"1 141,91",364,25.302197802197803,3
19057,0307KO,2018-01-01,2018-05-31,8605,"1 155,91",150,57.36666666666667,31
19058,0307KO,2018-01-06,2018-06-30,1692,"227,86",175,9.668571428571429,31
19059,0307KO,2018-01-07,2018-07-31,1764,"236,66",205,8.604878048780488,31
19060,0307KO,2018-01-08,2018-08-31,1780,"222,39",235,7.574468085106383,31
19061,0307KO,2018-01-09,2018-09-30,1695,"213,47",264,6.420454545454546,31
19062,0307KO,2018-01-10,2018-10-31,1736,"218,45",294,5.904761904761905,31
19063,0307KO,2018-01-11,2018-11-30,1687,"212,50",323,5.222910216718266,31
19064,0307KO,2018-01-12,2018-12-31,1733,"218,08",353,4.909348441926346,31
19065,0307KO,2019-01-01,2019-01-31,1744,"240,92",30,58.13333333333333,31
19066,0307KO,2019-01-02,2019-02-28,1567,"217,27",57,27.49122807017544,31
19067,0307KO,2019-01-03,2019-03-31,1728,"238,79",87,19.862068965517242,31
19068,0307KO,2019-01-04,2019-04-30,1679,"232,24",116,14.474137931034482,31
19069,0307KO,2019-01-05,2019-05-31,1740,"240,39",146,11.917808219178083,31
19070,0307KO,2019-01-06,2019-06-30,1717,"237,32",175,9.811428571428571,31
19071,0307KO,2019-01-07,2019-07-31,1762,"243,33",205,8.595121951219513,31
19072,0307KO,2019-01-08,2019-08-31,1764,"243,60",235,7.506382978723404,31
19073,0307KO,2019-01-09,2019-09-30,1695,"234,38",264,6.420454545454546,31
19074,0307KO,2019-01-10,2019-10-31,1845,"254,42",294,6.275510204081633,31
19075,0307KO,2019-01-11,2019-11-30,1774,"244,93",323,5.492260061919505,31
19076,0307KO,2019-01-12,2019-12-31,1808,"249,48",353,5.121813031161473,31
19077,0307KO,2020-01-01,2020-01-31,1807,"248,23",30,60.233333333333334,31
19078,0307KO,2020-01-02,2020-02-29,1692,"233,00",58,29.17241379310345,31
19079,0307KO,2020-01-03,2020-03-31,1822,"250,22",88,20.704545454545453,31
19080,0307KO,2020-01-04,2020-04-30,1770,"243,33",117,15.128205128205128,31
19081,0307KO,2020-01-05,2020-05-31,1836,"252,07",147,12.489795918367347,31
19082,0307KO,2020-01-06,2020-06-30,1790,"245,98",176,10.170454545454545,31
19083,0307KO,2020-01-07,2020-07-31,1855,"254,59",206,9.004854368932039,31
19084,0307KO,2020-01-08,2020-08-31,1863,"255,65",236,7.8940677966101696,31
19085,0307KO,2020-01-09,2020-09-30,1785,"245,32",265,6.735849056603773,31
19086,0307KO,2020-01-10,2020-10-31,1804,"247,83",295,6.115254237288136,31
19087,0307KO,2020-01-11,2020-11-30,1707,"226,13",324,5.268518518518518,31
19088,0308BB,2018-01-01,2018-01-31,2127,"288,14",30,70.9,35
19089,0308BB,2018-01-02,2018-02-28,1986,"270,28",57,34.8421052631579,35
19090,0308BB,2018-01-03,2018-03-31,2151,"291,07",87,24.724137931034484,35
19091,0308BB,2018-01-04,2018-04-30,2085,"267,98",116,17.974137931034484,35
19092,0308BB,2018-01-05,2018-05-31,2160,"277,44",146,14.794520547945206,35
19093,0308BB,2018-01-06,2018-06-30,2093,"268,96",175,11.96,35
19094,0308BB,2018-01-07,2018-07-31,2169,"278,79",205,10.580487804878048,35
19095,0308BB,2018-01-08,2018-08-31,2180,"280,29",235,9.27659574468085,35
19096,0308BB,2018-01-09,2018-09-30,2089,"270,30",264,7.912878787878788,35
19097,0308BB,2018-01-10,2018-10-31,2149,"277,85",294,7.309523809523809,35
19098,0308BB,2018-01-11,2018-11-30,2072,"267,96",323,6.414860681114551,35
19099,0308BB,2018-01-12,2018-12-31,2125,"274,61",353,6.019830028328612,35
19100,0308BB,2019-01-01,2019-01-31,2125,"261,80",30,70.83333333333333,35
19101,0308BB,2019-01-02,2019-02-28,1924,"237,64",57,33.75438596491228,35
19102,0308BB,2019-01-03,2019-03-31,2123,"261,52",87,24.402298850574713,35
19103,0308BB,2019-01-04,2019-04-30,2065,"254,63",116,17.801724137931036,35
19104,0308BB,2019-01-05,2019-05-31,2141,"263,47",146,14.664383561643836,35
19105,0308BB,2019-01-06,2019-06-30,2112,"260,56",175,12.06857142857143,35
19106,0308BB,2019-01-07,2019-07-31,2190,"270,02",205,10.682926829268293,35
19107,0308BB,2019-01-08,2019-08-31,2177,"268,25",235,9.263829787234043,35
19108,0308BB,2019-01-09,2019-09-30,2075,"255,98",264,7.859848484848484,35
19109,0308BB,2019-01-10,2019-10-31,2140,"263,46",294,7.27891156462585,35
19110,0308BB,2019-01-11,2019-11-30,2057,"253,49",323,6.368421052631579,35
19111,0308BB,2019-01-12,2019-12-31,2120,"260,96",353,6.005665722379604,35
19112,0308BB,2020-01-01,2020-01-31,2120,"300,61",30,70.66666666666667,35
19113,0308BB,2020-01-02,2020-02-29,1984,"282,76",58,34.206896551724135,35
19114,0308BB,2020-01-03,2020-03-31,2141,"303,78",88,24.329545454545453,35
19115,0308BB,2020-01-04,2020-04-30,2074,"293,56",117,17.726495726495727,35
19116,0308BB,2020-01-05,2020-05-31,2146,"303,41",147,14.598639455782314,35
19117,0308BB,2020-01-06,2020-06-30,2095,"296,39",176,11.903409090909092,35
19118,0308BB,2020-01-07,2020-07-31,2168,"306,46",206,10.524271844660195,35
19119,0308BB,2020-01-08,2020-08-31,2179,"308,29",236,9.233050847457626,35
19120,0308BB,2020-01-09,2020-09-30,1999,"283,31",265,7.543396226415094,35
19121,0308BB,2020-01-10,2020-10-31,1978,"280,62",295,6.705084745762712,35
19122,0308BB,2020-01-11,2020-11-30,1911,"264,33",324,5.898148148148148,35
19123,0308BR,2018-01-01,2018-11-25,25481,"2 890,97",328,77.6859756097561,3
19124,0308BR,2018-11-26,2018-12-31,2994,"339,31",35,85.54285714285714,3
19125,0308BR,2019-01-01,2019-12-31,28428,"3 166,61",364,78.0989010989011,3
19126,0308KO,2018-01-01,2018-01-31,943,"120,22",30,31.433333333333334,35
19127,0308KO,2018-01-02,2018-02-28,848,"108,77",57,14.87719298245614,35
19128,0308KO,2018-01-03,2018-03-31,925,"118,05",87,10.632183908045977,35
19129,0308KO,2018-01-04,2018-04-30,900,"115,04",116,7.758620689655173,35
19130,0308KO,2018-01-05,2018-05-31,947,"120,70",146,6.486301369863014,35
19131,0308KO,2018-01-06,2018-06-30,929,"118,53",175,5.308571428571429,35
19132,0308KO,2018-01-07,2018-07-31,964,"122,81",205,4.702439024390244,35
19133,0308KO,2018-01-08,2018-08-31,992,"126,19",235,4.221276595744681,35
19134,0308KO,2018-01-09,2018-09-30,923,"118,60",264,3.496212121212121,35
19135,0308KO,2018-01-10,2018-10-31,940,"120,66",294,3.197278911564626,35
19136,0308KO,2018-01-11,2018-11-30,978,"125,27",323,3.027863777089783,35
19137,0308KO,2018-01-12,2018-12-31,1017,"130,00",353,2.8810198300283285,35
19138,0308KO,2019-01-01,2019-01-31,1022,"143,24",30,34.06666666666667,35
19139,0308KO,2019-01-02,2019-02-28,920,"129,62",57,16.140350877192983,35
19140,0308KO,2019-01-03,2019-03-31,1020,"142,98",87,11.724137931034482,35
19141,0308KO,2019-01-04,2019-04-30,993,"139,37",116,8.560344827586206,35
19142,0308KO,2019-01-05,2019-05-31,1036,"145,12",146,7.095890410958904,35
19143,0308KO,2019-01-06,2019-06-30,1054,"147,52",175,6.022857142857143,35
19144,0308KO,2019-01-07,2019-07-31,1064,"148,86",205,5.190243902439025,35
19145,0308KO,2019-01-08,2019-08-31,1079,"150,86",235,4.591489361702128,35
19146,0308KO,2019-01-09,2019-09-30,1016,"142,44",264,3.8484848484848486,35
19147,0308KO,2019-01-10,2019-10-31,1030,"144,31",294,3.503401360544218,35
19148,0308KO,2019-01-11,2019-11-30,991,"139,10",323,3.068111455108359,35
19149,0308KO,2019-01-12,2019-12-31,1021,"143,11",353,2.8923512747875355,35
19150,0308KO,2020-01-01,2020-01-31,1017,"142,22",30,33.9,35
19151,0308KO,2020-01-02,2020-02-29,925,"130,03",58,15.948275862068966,35
19152,0308KO,2020-01-03,2020-03-31,1015,"141,95",88,11.534090909090908,35
19153,0308KO,2020-01-04,2020-04-30,1533,"210,57",117,13.102564102564102,35
19154,0308KO,2020-01-05,2020-05-31,1994,"271,64",147,13.564625850340136,35
19155,0308KO,2020-01-06,2020-06-30,1958,"266,87",176,11.125,35
19156,0308KO,2020-01-07,2020-07-31,2027,"276,01",206,9.839805825242719,35
19157,0308KO,2020-01-08,2020-08-31,2038,"277,47",236,8.635593220338983,35
19158,0308KO,2020-01-09,2020-09-30,1955,"266,48",265,7.377358490566038,35
19159,0308KO,2020-01-10,2020-10-31,1988,"270,85",295,6.738983050847458,35
19160,0308KO,2020-01-11,2020-11-30,1878,"248,79",324,5.796296296296297,35
19161,0309BB,2018-01-01,2018-01-31,2998,"389,71",30,99.93333333333334,35
19162,0309BB,2018-01-02,2018-02-28,2710,"353,54",57,47.54385964912281,35
19163,0309BB,2018-01-03,2018-03-31,3001,"389,25",87,34.49425287356322,35
19164,0309BB,2018-01-04,2018-04-30,2925,"380,08",116,25.21551724137931,35
19165,0309BB,2018-01-05,2018-05-31,3045,"395,46",146,20.856164383561644,35
19166,0309BB,2018-01-06,2018-06-30,2962,"384,88",175,16.925714285714285,35
19167,0309BB,2018-01-07,2018-07-31,3053,"396,28",205,14.892682926829268,35
19168,0309BB,2018-01-08,2018-08-31,3033,"394,39",235,12.906382978723403,35
19169,0309BB,2018-01-09,2018-09-30,2888,"377,98",264,10.93939393939394,35
19170,0309BB,2018-01-10,2018-10-31,2959,"386,75",294,10.064625850340136,35
19171,0309BB,2018-01-11,2018-11-30,2855,"373,53",323,8.839009287925697,35
19172,0309BB,2018-01-12,2018-12-31,2945,"384,13",353,8.342776203966006,35
19173,0309BB,2019-01-01,2019-01-31,2960,"369,04",30,98.66666666666667,35
19174,0309BB,2019-01-02,2019-02-28,2672,"334,61",57,46.87719298245614,35
19175,0309BB,2019-01-03,2019-03-31,2960,"369,38",87,34.02298850574713,35
19176,0309BB,2019-01-04,2019-04-30,2825,"353,24",116,24.353448275862068,35
19177,0309BB,2019-01-05,2019-05-31,2929,"365,51",146,20.061643835616437,35
19178,0309BB,2019-01-06,2019-06-30,2921,"365,39",175,16.69142857142857,35
19179,0309BB,2019-01-07,2019-07-31,3013,"376,43",205,14.697560975609756,35
19180,0309BB,2019-01-08,2019-08-31,3038,"379,18",235,12.927659574468086,35
19181,0309BB,2019-01-09,2019-09-30,2877,"359,41",264,10.897727272727273,35
19182,0309BB,2019-01-10,2019-10-31,2985,"372,39",294,10.153061224489797,35
19183,0309BB,2019-01-11,2019-11-30,2855,"356,55",323,8.839009287925697,35
19184,0309BB,2019-01-12,2019-12-31,2960,"369,24",353,8.385269121813032,35
19185,0309BB,2020-01-01,2020-01-31,2959,"452,18",30,98.63333333333334,35
19186,0309BB,2020-01-02,2020-02-29,2781,"425,71",58,47.94827586206897,35
19187,0309BB,2020-01-03,2020-03-31,3038,"463,38",88,34.52272727272727,35
19188,0309BB,2020-01-04,2020-04-30,2964,"451,06",117,25.333333333333332,35
19189,0309BB,2020-01-05,2020-05-31,3053,"464,75",147,20.768707482993197,35
19190,0309BB,2020-01-06,2020-06-30,2948,"449,33",176,16.75,35
19191,0309BB,2020-01-07,2020-07-31,3080,"469,01",206,14.951456310679612,35
19192,0309BB,2020-01-08,2020-08-31,3097,"472,15",236,13.122881355932204,35
19193,0309BB,2020-01-09,2020-09-30,2960,"452,63",265,11.169811320754716,35
19194,0309BB,2020-01-10,2020-10-31,3035,"463,98",295,10.288135593220339,35
19195,0309BB,2020-01-11,2020-11-30,2978,"412,86",324,9.191358024691358,35
19196,0309BR,2018-01-01,2018-01-31,2172,"248,81",30,72.4,35
19197,0309BR,2018-01-02,2018-02-28,1992,"228,90",57,34.94736842105263,35
19198,0309BR,2018-01-03,2018-03-31,2186,"250,30",87,25.126436781609197,35
19199,0309BR,2018-01-04,2018-04-30,2166,"247,22",116,18.67241379310345,35
19200,0309BR,2018-01-05,2018-05-31,2298,"260,81",146,15.73972602739726,35
19201,0309BR,2018-01-06,2018-06-30,2261,"256,13",175,12.92,35
19202,0309BR,2018-01-07,2018-07-31,2401,"270,47",205,11.71219512195122,35
19203,0309BR,2018-01-08,2018-08-31,2450,"274,87",235,10.425531914893616,35
19204,0309BR,2018-01-09,2018-09-30,2227,"254,86",264,8.43560606060606,35
19205,0309BR,2018-01-10,2018-10-31,2229,"256,49",294,7.581632653061225,35
19206,0309BR,2018-01-11,2018-11-30,2139,"246,82",323,6.622291021671827,35
19207,0309BR,2018-01-12,2018-12-31,2212,"254,89",353,6.26628895184136,35
19208,0309BR,2019-01-01,2019-01-31,2217,"249,57",30,73.9,35
19209,0309BR,2019-01-02,2019-02-28,1994,"225,47",57,34.98245614035088,35
19210,0309BR,2019-01-03,2019-03-31,2203,"248,06",87,25.32183908045977,35
19211,0309BR,2019-01-04,2019-04-30,2162,"243,30",116,18.637931034482758,35
19212,0309BR,2019-01-05,2019-05-31,2226,"250,35",146,15.246575342465754,35
19213,0309BR,2019-01-06,2019-06-30,2333,"258,77",175,13.331428571428571,35
19214,0309BR,2019-01-07,2019-07-31,2426,"268,94",205,11.834146341463414,35
19215,0309BR,2019-01-08,2019-08-31,2426,"268,83",235,10.323404255319149,35
19216,0309BR,2019-01-09,2019-09-30,2247,"251,63",264,8.511363636363637,35
19217,0309BR,2019-01-10,2019-10-31,2224,"250,10",294,7.5646258503401365,35
19218,0309BR,2019-01-11,2019-11-30,2127,"239,94",323,6.585139318885449,35
19219,0309BR,2019-01-12,2019-12-31,2195,"247,26",353,6.218130311614731,35
19220,0309BR,2020-01-01,2020-01-31,2193,"291,99",30,73.1,35
19221,0309BR,2020-01-02,2020-02-29,2031,"271,07",58,35.01724137931034,35
19222,0309BR,2020-01-03,2020-03-31,2185,"289,52",88,24.829545454545453,35
19223,0309BR,2020-01-04,2020-04-30,2138,"283,18",117,18.273504273504273,35
19224,0309BR,2020-01-05,2020-05-31,2219,"293,46",147,15.095238095238095,35
19225,0309BR,2020-01-06,2020-06-30,2204,"290,43",176,12.522727272727273,35
19226,0309BR,2020-01-07,2020-07-31,2298,"292,86",206,11.155339805825243,35
19227,0309BR,2020-01-08,2020-08-31,1935,"248,56",236,8.19915254237288,35
19228,0309BR,2020-01-09,2020-09-30,1858,"239,21",265,7.011320754716981,35
19229,0309BR,2020-01-10,2020-10-31,1887,"242,77",295,6.396610169491526,35
19230,0309BR,2020-01-11,2020-11-30,1756,"216,87",324,5.419753086419753,35
19231,0309KO,2018-01-01,2018-01-31,1177,"148,41",30,39.233333333333334,35
19232,0309KO,2018-01-02,2018-02-28,1087,"137,57",57,19.07017543859649,35
19233,0309KO,2018-01-03,2018-03-31,1197,"150,82",87,13.758620689655173,35
19234,0309KO,2018-01-04,2018-04-30,1181,"148,89",116,10.181034482758621,35
19235,0309KO,2018-01-05,2018-05-31,1268,"159,37",146,8.684931506849315,35
19236,0309KO,2018-01-06,2018-06-30,1253,"157,57",175,7.16,35
19237,0309KO,2018-01-07,2018-07-31,1323,"166,09",205,6.453658536585366,35
19238,0309KO,2018-01-08,2018-08-31,1400,"175,38",235,5.957446808510638,35
19239,0309KO,2018-01-09,2018-09-30,1274,"161,19",264,4.825757575757576,35
19240,0309KO,2018-01-10,2018-10-31,1235,"156,46",294,4.200680272108843,35
19241,0309KO,2018-01-11,2018-11-30,1180,"149,78",323,3.653250773993808,35
19242,0309KO,2018-01-12,2018-12-31,1215,"154,03",353,3.441926345609065,35
19243,0309KO,2019-01-01,2019-01-31,1217,"169,30",30,40.56666666666667,35
19244,0309KO,2019-01-02,2019-02-28,1096,"153,13",57,19.228070175438596,35
19245,0309KO,2019-01-03,2019-03-31,1212,"168,63",87,13.931034482758621,35
19246,0309KO,2019-01-04,2019-04-30,1193,"166,09",116,10.28448275862069,35
19247,0309KO,2019-01-05,2019-05-31,1246,"173,17",146,8.534246575342467,35
19248,0309KO,2019-01-06,2019-06-30,1399,"193,62",175,7.994285714285715,35
19249,0309KO,2019-01-07,2019-07-31,1374,"190,28",205,6.702439024390244,35
19250,0309KO,2019-01-08,2019-08-31,1410,"195,09",235,6.0,35
19251,0309KO,2019-01-09,2019-09-30,1276,"177,18",264,4.833333333333333,35
19252,0309KO,2019-01-10,2019-10-31,1287,"178,65",294,4.377551020408164,35
